Current,Volt,Power,label
0.14009883,5.000291,0.70036155,0
0.13990907,5.000263,0.6995252,0
0.1399022,5.0002666,0.69935864,0
0.13998258,5.0002666,0.69980276,0
0.13998416,5.000263,0.69985825,0
0.13994162,5.000257,0.69946915,0
0.13994072,5.000262,0.69961673,0
0.13999924,5.000261,0.6999976,0
0.13992488,5.0002623,0.6994425,0
0.13995068,5.000262,0.69967955,0
0.13997564,5.000271,0.699906,0
0.13993718,5.00027,0.69965,0
0.13990285,5.000269,0.69935477,0
0.14002588,5.000262,0.6999327,0
0.1399827,5.000271,0.699783,0
0.1399812,5.0002747,0.699858,0
0.14002804,5.000263,0.70016736,0
0.13996482,5.000269,0.6997559,0
0.13996999,5.000272,0.6997316,0
0.13997315,5.0002794,0.6998134,0
0.13996774,5.0002747,0.69962746,0
0.14000118,5.000279,0.6998471,0
0.13998677,5.00027,0.69983906,0
0.1399521,5.0002737,0.69967985,0
0.13992128,5.000269,0.6995435,0
0.13998894,5.00027,0.6998632,0
0.13990872,5.000264,0.69972336,0
0.13999711,5.000277,0.69981503,0
0.14009647,5.000279,0.70020753,0
0.1399441,5.000277,0.6997939,0
0.13999243,5.0002823,0.6998375,0
0.1399122,5.000263,0.69959134,0
0.13999091,5.0002728,0.7001009,0
0.13992478,5.000258,0.69940144,0
0.14005277,5.000277,0.70006365,0
0.13991036,5.00027,0.6993612,0
0.13997456,5.000267,0.69979095,0
0.1399811,5.000272,0.6997703,0
0.13994606,5.000284,0.69975233,0
0.13996573,5.000269,0.6995864,0
0.13994001,5.000269,0.6997106,0
0.13991353,5.0002604,0.6993338,0
0.13994627,5.0002713,0.69976157,0
0.14010276,5.000283,0.7003399,0
0.13995275,5.00027,0.6996462,0
0.13997059,5.0002737,0.6998728,0
0.13996892,5.000276,0.699845,0
0.14003707,5.000276,0.70005643,0
0.13996942,5.0002813,0.7000497,0
0.13996524,5.0002675,0.69964874,0
0.1399409,5.0002775,0.6997063,0
0.13991307,5.0002728,0.6995121,0
0.13994756,5.0002747,0.6996115,0
0.13993995,5.0002694,0.69948614,0
0.14002404,5.000259,0.7001163,0
0.13998353,5.0002775,0.6996831,0
0.13994841,5.000267,0.699592,0
0.13995619,5.0002656,0.699658,0
0.13991806,5.0002675,0.69949925,0
0.13997559,5.00027,0.6997333,0
0.14001945,5.000274,0.6999369,0
0.13997714,5.0002675,0.6997029,0
0.13999222,5.00027,0.6996457,0
0.13994919,5.0002737,0.6996463,0
0.14006442,5.000275,0.69997287,0
0.1401324,5.000257,0.70055825,0
0.14000453,5.0002694,0.70001733,0
0.1399488,5.000269,0.699669,0
0.13999881,5.000276,0.69981074,0
0.13997595,5.000271,0.6997347,0
0.139986,5.0002723,0.6996699,0
0.14001215,5.0002747,0.69987327,0
0.13993143,5.000269,0.69954664,0
0.13991985,5.0002637,0.6994393,0
0.1399857,5.0002747,0.6999166,0
0.13998647,5.0002584,0.7000126,0
0.13996278,5.000277,0.6996758,0
0.13995586,5.000275,0.6996589,0
0.13998316,5.000276,0.6997711,0
0.13998245,5.000272,0.699701,0
0.13998996,5.0002794,0.6998337,0
0.1399327,5.000275,0.6995108,0
0.13992329,5.0002775,0.6995642,0
0.13993499,5.0002637,0.69951487,0
0.1399848,5.000266,0.6999112,0
0.13993442,5.0002637,0.69945276,0
0.13993858,5.000269,0.69960123,0
0.13993393,5.0002666,0.69964945,0
0.14002502,5.000278,0.70010525,0
0.13995281,5.000277,0.69973695,0
0.13996826,5.0002856,0.69978225,0
0.14002602,5.0002747,0.7000399,0
0.13998097,5.000274,0.6997346,0
0.14001155,5.0002766,0.6999003,0
0.13997187,5.0002666,0.69974595,0
0.13991109,5.0002723,0.6995195,0
0.13997032,5.0002775,0.6997799,0
0.13992621,5.00027,0.6998135,0
0.13996282,5.000267,0.6997213,0
0.13997099,5.000276,0.6997545,0
0.13993293,5.000263,0.6995084,0
0.13990372,5.000274,0.6994457,0
0.1399992,5.000272,0.6997779,0
0.1399666,5.000283,0.6996621,0
0.13997227,5.000262,0.6996437,0
0.13991904,5.0002694,0.6995107,0
0.1399922,5.0002794,0.6999071,0
0.14006826,5.0002723,0.7002908,0
0.13984825,5.0002685,0.69929594,0
0.13998623,5.000266,0.69985443,0
0.13994588,5.000269,0.6996979,0
0.13999934,5.0002737,0.69988847,0
0.14001656,5.0002804,0.6999969,0
0.13999826,5.000282,0.6998732,0
0.13998461,5.0002637,0.6996589,0
0.14005981,5.00029,0.70021987,0
0.13995844,5.000277,0.6997904,0
0.13995616,5.0002766,0.6996494,0
0.13999961,5.00028,0.69988334,0
0.14000757,5.000275,0.7000252,0
0.14000945,5.0002747,0.70001036,0
0.13999054,5.000272,0.6998494,0
0.13994776,5.0002675,0.6996225,0
0.13996017,5.00027,0.6996703,0
0.13994697,5.0002728,0.6996601,0
0.13991459,5.00027,0.6996126,0
0.13994072,5.0002728,0.69980574,0
0.13996065,5.000274,0.699647,0
0.14001429,5.000267,0.69972104,0
0.1399197,5.000271,0.6995806,0
0.13995685,5.000274,0.6997143,0
0.13995115,5.000276,0.69968224,0
0.13999891,5.000279,0.6999465,0
0.1400061,5.0002794,0.69998085,0
0.13994735,5.0002728,0.6996721,0
0.13991135,5.0002613,0.6995593,0
0.13998055,5.0002775,0.6997441,0
0.1399653,5.0002728,0.69974816,0
0.1399276,5.0002728,0.69975615,0
0.13992749,5.00027,0.69968486,0
0.1399878,5.0002694,0.6997271,0
0.13989343,5.0002823,0.699713,0
0.14000675,5.0002728,0.6999989,0
0.13991675,5.0002623,0.6994651,0
0.13993093,5.000274,0.6995809,0
0.13993862,5.0002637,0.6994753,0
0.13998426,5.000277,0.6997457,0
0.13991682,5.000259,0.6995129,0
0.13995457,5.0002747,0.69971424,0
0.13998777,5.0002813,0.6997766,0
0.14003772,5.0002728,0.70012486,0
0.13996382,5.0002723,0.69968957,0
0.13993728,5.0002747,0.6994193,0
0.13994618,5.000271,0.69965047,0
0.14001392,5.0002656,0.69948596,0
0.13995972,5.0002675,0.69967264,0
0.13997975,5.0002737,0.69982964,0
0.13993725,5.000264,0.69974506,0
0.13994732,5.0002685,0.69964,0
0.13998161,5.000271,0.6997321,0
0.13987766,5.000259,0.69940084,0
0.13993254,5.0002694,0.69947565,0
0.1399399,5.0002747,0.6996283,0
0.13999826,5.000271,0.6999703,0
0.13993779,5.000269,0.6996124,0
0.13997217,5.0002723,0.6998274,0
0.1400657,5.000283,0.7001559,0
0.13996214,5.0002656,0.6996453,0
0.13995312,5.0002723,0.6996578,0
0.13987309,5.0002623,0.6993139,0
0.13993275,5.0002723,0.69959307,0
0.1400282,5.0002728,0.69990003,0
0.13997333,5.000262,0.6998261,0
0.14000578,5.0002713,0.6998566,0
0.13997181,5.000285,0.6997982,0
0.1399194,5.00027,0.6995369,0
0.14005184,5.000276,0.70007247,0
0.13993329,5.0002666,0.6995399,0
0.1399979,5.0002723,0.6998191,0
0.13998304,5.00028,0.69983137,0
0.13995218,5.000263,0.69967777,0
0.13995385,5.0002747,0.6997399,0
0.13999261,5.000261,0.69972074,0
0.1400462,5.0002685,0.70007896,0
0.1400138,5.000282,0.7000643,0
0.13994856,5.000274,0.6996366,0
0.1399638,5.0002766,0.69967264,0
0.14000256,5.0002685,0.6998922,0
0.13998033,5.0002646,0.6998485,0
0.13998294,5.000279,0.6998568,0
0.1399039,5.0002656,0.69940543,0
0.13992172,5.00027,0.69964516,0
0.1399558,5.0002685,0.69977534,0
0.14001381,5.000276,0.69991386,0
0.13999398,5.000271,0.69978935,0
0.14000155,5.000274,0.6999694,0
0.13996686,5.000277,0.69977367,0
0.13996176,5.000277,0.69972724,0
0.13996854,5.0002766,0.6997063,0
0.13997446,5.000274,0.69997823,0
0.13998969,5.0002713,0.69991547,0
0.13991584,5.000259,0.69937813,0
0.13996296,5.000272,0.69975084,0
0.13996989,5.0002794,0.6997021,0
0.14000614,5.000272,0.70001763,0
0.1399347,5.000275,0.6995825,0
0.14000428,5.0002685,0.6999857,0
0.13995254,5.0002694,0.6997779,0
0.14002031,5.000277,0.69992626,0
0.13997555,5.0002823,0.69979817,0
0.13997261,5.000277,0.69981617,0
0.13997291,5.000274,0.6996531,0
0.13996875,5.000269,0.699773,0
0.13997245,5.000275,0.69965476,0
0.13993505,5.0002737,0.6995496,0
0.1399216,5.000264,0.69947636,0
0.13998784,5.0002794,0.6998082,0
0.1399605,5.000279,0.6998325,0
0.14000037,5.00028,0.69998837,0
0.1399355,5.0002604,0.6995659,0
0.13994262,5.000274,0.6996064,0
0.13992594,5.000266,0.69949466,0
0.13997418,5.0002666,0.6997634,0
0.13995686,5.000266,0.6996572,0
0.14004825,5.0002737,0.70005405,0
0.14000365,5.000272,0.6998943,0
0.14000648,5.0002775,0.7000253,0
0.14004463,5.000271,0.70000744,0
0.1399647,5.000277,0.69974,0
0.1399746,5.0002794,0.6997732,0
0.14003134,5.0002766,0.7001291,0
0.13997084,5.0002737,0.69979703,0
0.1399528,5.000269,0.6998447,0
0.14003474,5.000264,0.7001947,0
0.13991703,5.000271,0.6994671,0
0.1399764,5.0002728,0.69970423,0
0.13996847,5.000264,0.69970596,0
0.13992795,5.000278,0.69981664,0
0.13997136,5.0002713,0.69985235,0
0.1399795,5.00027,0.69970983,0
0.13993374,5.000262,0.69945955,0
0.13993913,5.000271,0.6996782,0
0.1400054,5.0002646,0.69985294,0
0.14001553,5.00028,0.70000285,0
0.13990824,5.000272,0.6995024,0
0.1399968,5.000275,0.69992006,0
0.13992664,5.0002766,0.6996587,0
0.139965,5.0002766,0.6997703,0
0.13993782,5.0002737,0.69971883,0
0.13998155,5.000276,0.69965905,0
0.1399837,5.000267,0.69998807,0
0.13997713,5.000275,0.6997852,0
0.1399681,5.0002766,0.6998001,0
0.13996673,5.000266,0.6997155,0
0.13993247,5.0002604,0.699443,0
0.1399447,5.0002723,0.6996501,0
0.13999057,5.0002813,0.7001073,0
0.14000344,5.000266,0.6999552,0
0.13993765,5.000275,0.6996259,0
0.13995454,5.0002666,0.6995889,0
0.13993675,5.0002713,0.69951904,0
0.13992584,5.000271,0.6996163,0
0.13999958,5.000269,0.6999605,0
0.13993591,5.0002656,0.69953144,0
0.13998447,5.0002723,0.69971627,0
0.13994974,5.0002694,0.6995441,0
0.1399924,5.0002728,0.6997771,0
0.13990626,5.000275,0.6996537,0
0.13998552,5.0002747,0.69986063,0
0.14005756,5.0002747,0.7001595,0
0.13995753,5.000269,0.699753,0
0.13995169,5.0002666,0.69967204,0
0.13999702,5.000276,0.69978994,0
0.13991906,5.0002675,0.69952923,0
0.13995282,5.00027,0.69958866,0
0.13998148,5.0002823,0.6997047,0
0.14002018,5.000271,0.7000437,0
0.1399466,5.000271,0.69984114,0
0.13991117,5.0002623,0.6994468,0
0.13998167,5.0002713,0.6998247,0
0.13993911,5.000278,0.6995977,0
0.140058,5.0002723,0.7001425,0
0.13995294,5.0002723,0.69964874,0
0.14000747,5.000282,0.6999611,0
0.13998178,5.000279,0.69964844,0
0.13999718,5.0002728,0.7002432,0
0.14002453,5.000276,0.70002216,0
0.13996157,5.000272,0.69967186,0
0.13989155,5.000263,0.6995383,0
0.13996345,5.0002723,0.6997273,0
0.14000067,5.0002804,0.69992095,0
0.13995862,5.0002728,0.6996074,0
0.1399161,5.0002646,0.6995194,0
0.13999107,5.000278,0.6998417,0
0.13992384,5.000259,0.6994995,0
0.1399649,5.0002728,0.69969845,0
0.13997991,5.000271,0.6996578,0
0.13991463,5.0002747,0.6995674,0
0.13995346,5.0002747,0.699673,0
0.13995595,5.000277,0.69978356,0
0.13984954,5.000267,0.6992654,0
0.1399152,5.000266,0.69956434,0
0.13996558,5.000271,0.6996549,0
0.13994549,5.000269,0.6996842,0
0.13992545,5.0002713,0.69958574,0
0.13997154,5.0002685,0.69970876,0
0.13994831,5.000269,0.6997377,0
0.13999565,5.000277,0.69997984,0
0.13991737,5.000253,0.69939655,0
0.13992006,5.0002666,0.6995465,0
0.13998818,5.00027,0.7000327,0
0.13993986,5.0002728,0.6996544,0
0.13996653,5.000269,0.6997281,0
0.1399416,5.000276,0.69956994,0
0.13994163,5.0002747,0.69958895,0
0.13998154,5.000282,0.69991994,0
0.13999714,5.0002747,0.69974893,0
0.13995227,5.0002766,0.69961894,0
0.1400293,5.0002694,0.70010096,0
0.13996057,5.0002675,0.69968724,0
0.13991214,5.000266,0.6995713,0
0.13993314,5.0002723,0.6995611,0
0.14000678,5.00027,0.6998678,0
0.1399629,5.0002713,0.69970113,0
0.13991898,5.0002737,0.6995362,0
0.13990465,5.000259,0.6994025,0
0.13995005,5.000267,0.6996473,0
0.13995047,5.0002685,0.69962734,0
0.13995191,5.0002694,0.6996407,0
0.13993496,5.0002723,0.6994633,0
0.13992849,5.0002646,0.69956404,0
0.13992028,5.0002613,0.6995211,0
0.13994399,5.000266,0.6995903,0
0.13995205,5.00028,0.6996592,0
0.13997364,5.000275,0.6998051,0
0.13995041,5.0002737,0.69966483,0
0.1400325,5.0002737,0.700094,0
0.13999116,5.000279,0.6999568,0
0.13996783,5.000274,0.69971496,0
0.13999596,5.000283,0.6999811,0
0.13994834,5.0002646,0.6998317,0
0.13993834,5.000266,0.6996758,0
0.13993509,5.0002685,0.6995365,0
0.14002672,5.0002775,0.6999657,0
0.13993306,5.000267,0.6996504,0
0.14000706,5.00027,0.6998744,0
0.1399354,5.000274,0.6996795,0
0.13998306,5.000274,0.69987047,0
0.14001721,5.000276,0.6999601,0
0.13993852,5.000264,0.69947207,0
0.13997352,5.0002794,0.6997303,0
0.1399832,5.0002775,0.69981384,0
0.13994358,5.0002713,0.6995948,0
0.13995203,5.000267,0.6998246,0
0.13994928,5.000257,0.69955885,0
0.13999234,5.0002723,0.69985145,0
0.13999471,5.000284,0.70000136,0
0.13996583,5.0002775,0.699896,0
0.1399348,5.000263,0.69941473,0
0.13992979,5.000275,0.6996409,0
0.13999872,5.000284,0.699839,0
0.13994485,5.0002728,0.69960976,0
0.13997039,5.00027,0.69975764,0
0.14001167,5.000282,0.6998824,0
0.13993907,5.0002723,0.6996761,0
0.14000025,5.000263,0.69979656,0
0.13991839,5.000262,0.6994654,0
0.1399759,5.000277,0.6997292,0
0.13996285,5.0002766,0.6997792,0
0.13996992,5.000266,0.6997036,0
0.13990995,5.0002713,0.69948226,0
0.13996013,5.0002794,0.69979334,0
0.13990594,5.0002594,0.6992652,0
0.13998663,5.000266,0.699938,0
0.13995646,5.0002737,0.69968265,0
0.13997287,5.000266,0.6997592,0
0.1399798,5.0002775,0.69964933,0
0.13993299,5.000264,0.699649,0
0.13996667,5.0002584,0.69957525,0
0.13997886,5.0002737,0.69978625,0
0.14001141,5.0002856,0.6999534,0
0.14009406,5.000287,0.70059013,0
0.13991861,5.0002775,0.6996629,0
0.14002497,5.0002794,0.69997764,0
0.13993357,5.00027,0.6994738,0
0.13998811,5.0002646,0.6998544,0
0.13985133,5.0002685,0.6991839,0
0.13996711,5.0002766,0.6997423,0
0.1398908,5.0002675,0.69940794,0
0.14002274,5.000279,0.69985396,0
0.13995686,5.000266,0.6996338,0
0.13998398,5.000271,0.6999065,0
0.13997048,5.00028,0.69977087,0
0.13996454,5.000271,0.69963694,0
0.13991638,5.0002713,0.6995525,0
0.13995276,5.000276,0.69977003,0
0.13994357,5.0002694,0.69957745,0
0.14000666,5.000267,0.69985396,0
0.13996781,5.0002728,0.6996592,0
0.13997722,5.000269,0.69961745,0
0.1399703,5.000251,0.6999147,0
0.13992892,5.0002694,0.699547,0
0.14002976,5.000275,0.7000104,0
0.13993798,5.000274,0.6995986,0
0.13994783,5.00027,0.6998374,0
0.13992453,5.0002713,0.6995954,0
0.14000238,5.0002728,0.6999263,0
0.14002453,5.000269,0.6999872,0
0.1400009,5.000276,0.6999177,0
0.14006788,5.000272,0.70018125,0
0.1399447,5.000275,0.69968456,0
0.13993469,5.000267,0.69966525,0
0.13996749,5.000279,0.69983494,0
0.14000155,5.000275,0.69999826,0
0.13993183,5.0002728,0.6997036,0
0.13991316,5.000263,0.6994208,0
0.13993923,5.0002656,0.69965935,0
0.13999161,5.0002737,0.69987994,0
0.1400197,5.000276,0.70005715,0
0.13998833,5.0002804,0.69979715,0
0.13992281,5.000261,0.6994244,0
0.14000197,5.000272,0.7000036,0
0.13998298,5.000271,0.6997292,0
0.13995446,5.0002637,0.69959974,0
0.13998076,5.0002804,0.69990826,0
0.13999662,5.0002747,0.6998169,0
0.13997062,5.0002694,0.6998719,0
0.139926,5.000282,0.69963634,0
0.13996944,5.000276,0.6995812,0
0.13994862,5.000274,0.6996846,0
0.13991879,5.000269,0.69951564,0
0.13997756,5.000271,0.69977254,0
0.13992926,5.0002728,0.69969475,0
0.1399736,5.0002728,0.6998904,0
0.13995041,5.0002723,0.699802,0
0.13994028,5.0002646,0.6996469,0
0.1400131,5.000275,0.6999774,0
0.13993813,5.0002804,0.6996658,0
0.13990764,5.0002623,0.6995894,0
0.13992772,5.0002685,0.6995266,0
0.13999651,5.0002685,0.70002997,0
0.13996519,5.000272,0.69974154,0
0.14003383,5.0002728,0.69998056,0
0.13993543,5.00027,0.6995424,0
0.13985638,5.000277,0.6994853,0
0.13997719,5.0002766,0.6997628,0
0.13992135,5.0002613,0.69951254,0
0.13996337,5.0002694,0.6995927,0
0.13996,5.000277,0.69964826,0
0.13995266,5.0002723,0.6995878,0
0.13995044,5.000263,0.6996154,0
0.1400433,5.000275,0.699943,0
0.1399937,5.000277,0.6998939,0
0.13999602,5.000264,0.69998854,0
0.13991347,5.0002666,0.6994094,0
0.13992728,5.000264,0.6995597,0
0.14000331,5.0002804,0.69976664,0
0.13997062,5.0002594,0.6997807,0
0.14001797,5.0002794,0.69995266,0
0.13997138,5.000278,0.6996982,0
0.13998985,5.000276,0.6998643,0
0.13995215,5.000274,0.699613,0
0.13996783,5.00028,0.6998716,0
0.13995291,5.0002685,0.6995262,0
0.14008226,5.000279,0.7002756,0
0.13994913,5.000269,0.69959956,0
0.13999094,5.0002804,0.700008,0
0.1400239,5.0002775,0.7000438,0
0.13999307,5.000266,0.70002735,0
0.14004675,5.0002666,0.7001761,0
0.1399447,5.0002747,0.69969296,0
0.139944,5.0002666,0.6996425,0
0.13988633,5.0002637,0.6993423,0
0.13997035,5.000258,0.6997499,0
0.13996041,5.0002723,0.6996134,0
0.13996443,5.0002637,0.69963956,0
0.13992818,5.000276,0.6995508,0
0.139945,5.0002666,0.69953626,0
0.13992852,5.000263,0.6997052,0
0.14000215,5.0002723,0.6999917,0
0.1400175,5.0002723,0.69994885,0
0.1399925,5.000277,0.6998379,0
0.13988952,5.0002675,0.69931865,0
0.13993911,5.000276,0.6996816,0
0.13995062,5.0002737,0.69963163,0
0.13996741,5.000282,0.6997404,0
0.1400041,5.0002675,0.69989616,0
0.13996205,5.000275,0.699693,0
0.1399245,5.000271,0.69956684,0
0.13993445,5.0002723,0.699749,0
0.13987845,5.000263,0.6994593,0
0.13997053,5.000285,0.69977957,0
0.13998821,5.00027,0.69985497,0
0.14001434,5.0002804,0.7001052,0
0.14008045,5.0002766,0.70024896,0
0.14001238,5.000276,0.6999286,0
0.13989075,5.00027,0.69965804,0
0.14002411,5.0002747,0.7000131,0
0.13996978,5.0002723,0.69974166,0
0.1399803,5.000267,0.69976705,0
0.13998343,5.0002646,0.6999536,0
0.1399759,5.0002713,0.69983596,0
0.1399587,5.000274,0.699627,0
0.14001429,5.000266,0.69976544,0
0.13993195,5.00027,0.6995527,0
0.13996628,5.000277,0.6996911,0
0.13990527,5.000275,0.6996382,0
0.13994831,5.0002713,0.69971293,0
0.13988137,5.000269,0.6995152,0
0.1399743,5.0002728,0.69974667,0
0.14000763,5.0002823,0.69989157,0
0.13991895,5.000254,0.6995888,0
0.13999213,5.000285,0.6999242,0
0.14002526,5.000282,0.699825,0
0.13997194,5.0002747,0.699866,0
0.13995083,5.0002594,0.6998634,0
0.14004025,5.000278,0.7001679,0
0.13999744,5.0002747,0.69969934,0
0.14004318,5.0002766,0.69998413,0
0.14000063,5.0002766,0.69988734,0
0.13997068,5.0002775,0.69988793,0
0.139992,5.0002728,0.699901,0
0.13996854,5.0002728,0.6997276,0
0.14000475,5.0002766,0.7000292,0
0.13998184,5.000272,0.69972235,0
0.13996738,5.000269,0.69974256,0
0.13994363,5.0002584,0.69962454,0
0.1399475,5.000271,0.6996526,0
0.13988386,5.0002666,0.699323,0
0.13994804,5.000274,0.699693,0
0.14000629,5.0002823,0.6998882,0
0.13995707,5.000274,0.6996346,0
0.14001065,5.000274,0.70002127,0
0.13999903,5.000277,0.69970983,0
0.13990773,5.0002737,0.6994872,0
0.13998862,5.0002594,0.6997872,0
0.139966,5.00027,0.69975424,0
0.14001797,5.0002775,0.69985497,0
0.1399248,5.000263,0.69960755,0
0.14003743,5.000264,0.7001305,0
0.1399397,5.000264,0.6996094,0
0.13995035,5.000276,0.69954735,0
0.13991365,5.0002713,0.6994018,0
0.13992923,5.000266,0.6995383,0
0.13996321,5.000271,0.6996799,0
0.13988715,5.0002728,0.6994878,0
0.1400299,5.000274,0.69998765,0
0.13994509,5.000274,0.69965535,0
0.13994732,5.0002747,0.69972706,0
0.13998428,5.0002737,0.6997793,0
0.14000492,5.0002728,0.70001477,0
0.1399511,5.000274,0.699638,0
0.13998842,5.0002723,0.6997868,0
0.13993822,5.000267,0.69974214,0
0.13993359,5.0002685,0.69966966,0
0.14000516,5.0002685,0.69991803,0
0.13994345,5.000266,0.69957876,0
0.13994594,5.0002723,0.69956905,0
0.13995619,5.0002723,0.69961876,0
0.13997166,5.000271,0.69983,0
0.13998082,5.000271,0.6995765,0
0.1399393,5.000269,0.6996134,0
0.13997035,5.0002685,0.6998205,0
0.13996547,5.0002666,0.6996586,0
0.14002413,5.0002794,0.70019925,0
0.13996597,5.000275,0.6997954,0
0.14001189,5.000277,0.6999898,0
0.13995758,5.000267,0.6995621,0
0.13996941,5.000271,0.69964594,0
0.13998777,5.000269,0.69988346,0
0.13999711,5.000282,0.70006657,0
0.13993555,5.0002666,0.6996232,0
0.13996917,5.000264,0.69973767,0
0.13993515,5.000277,0.6996193,0
0.13996184,5.000276,0.6997063,0
0.13992074,5.000271,0.69952226,0
0.13994987,5.0002637,0.6996527,0
0.13997287,5.0002713,0.6996217,0
0.13996564,5.0002666,0.69964886,0
0.14003444,5.000279,0.7001935,0
0.13998307,5.000271,0.69989544,0
0.13998719,5.00028,0.69977146,0
0.13998258,5.00028,0.69991285,0
0.14001457,5.000267,0.70000505,0
0.14003593,5.0002832,0.7001208,0
0.1399175,5.0002685,0.6995566,0
0.13999161,5.000274,0.6999006,0
0.13996273,5.0002804,0.69970167,0
0.13996486,5.000269,0.69986486,0
0.13988614,5.00025,0.699054,0
0.13996844,5.0002804,0.6996239,0
0.13994266,5.0002723,0.6996559,0
0.13994354,5.0002646,0.69968176,0
0.1400057,5.000275,0.70010203,0
0.13994083,5.000277,0.6996621,0
0.13994905,5.0002694,0.69965243,0
0.13995719,5.0002737,0.69971204,0
0.13999347,5.000271,0.69990647,0
0.13992849,5.0002737,0.6996123,0
0.14003457,5.0002747,0.7001944,0
0.13994017,5.0002713,0.69967985,0
0.1399434,5.000272,0.6997825,0
0.14002284,5.000283,0.69989955,0
0.13995083,5.000278,0.6997317,0
0.13997063,5.0002723,0.6999016,0
0.13995925,5.0002804,0.6997433,0
0.13997617,5.00027,0.6996284,0
0.13993792,5.000274,0.6995354,0
0.13997567,5.000275,0.6999075,0
0.14002514,5.000274,0.69992673,0
0.13991164,5.000266,0.6995399,0
0.14002551,5.0002728,0.69985956,0
0.13995218,5.000277,0.69986403,0
0.13997819,5.00027,0.6998733,0
0.13997579,5.0002804,0.69982976,0
0.13999626,5.0002766,0.6999736,0
0.13993704,5.0002685,0.69970816,0
0.13999203,5.0002747,0.69981927,0
0.13996506,5.0002775,0.6997989,0
0.13998239,5.0002728,0.69999266,0
0.13992539,5.000271,0.69943076,0
0.13994403,5.0002737,0.699559,0
0.13995263,5.0002723,0.6997384,0
0.1400005,5.0002766,0.6999758,0
0.13996729,5.0002723,0.6996606,0
0.13998494,5.0002623,0.6998266,0
0.13992795,5.0002766,0.6995779,0
0.13987856,5.0002713,0.699486,0
0.13993435,5.0002728,0.6996323,0
0.13993482,5.000272,0.6995744,0
0.13995397,5.000269,0.69963074,0
0.13999444,5.000272,0.69977325,0
0.13997166,5.0002813,0.699785,0
0.13995758,5.000258,0.69983834,0
0.13994797,5.0002713,0.69958436,0
0.13987292,5.000274,0.69951457,0
0.13995089,5.0002685,0.6997136,0
0.1399633,5.000274,0.69968975,0
0.14000809,5.0002613,0.7000083,0
0.1399172,5.000264,0.6997821,0
0.13995509,5.0002565,0.6996714,0
0.1399833,5.0002775,0.6997816,0
0.13998157,5.000267,0.69977796,0
0.13997422,5.00028,0.6997904,0
0.13996044,5.0002813,0.6997503,0
0.13999623,5.0002656,0.6998217,0
0.13989547,5.000263,0.6994194,0
0.13996558,5.0002794,0.6996905,0
0.1399794,5.0002737,0.69981986,0
0.13997115,5.0002747,0.69991225,0
0.1399307,5.0002565,0.6995746,0
0.13991882,5.000263,0.6994239,0
0.13999565,5.0002728,0.69986653,0
0.13998695,5.000275,0.69991136,0
0.14000769,5.000274,0.69986963,0
0.13991538,5.0002694,0.69957936,0
0.14000781,5.0002646,0.7000644,0
0.13997792,5.000266,0.6998292,0
